Título,Canal,Inscritos,Duração,Link,Tema,Formato,Data,Visualizações
A bactéria que deu origem a vida voltou para nos matar! | Minuto da Terra,Minuto da Terra,358,04:08,https://www.youtube.com/watch?v=0g9tV2XHVi0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=207&t=0s,Biologia,Draw,21 de ago. de 2019,131475
A grande ironia por trás do ar condicionado! | Minuto da Terra,Minuto da Terra,358,04:32,https://www.youtube.com/watch?v=vFemy0UYY7E&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=208&t=0s,Biologia,Draw,07 de ago. de 2019,121606
Por que abandonar ALGUNS dos seus sonhos é algo BOM? | Minuto da Terra,Minuto da Terra,358,03:16,https://www.youtube.com/watch?v=GSei-cM2Kto&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=209&t=0s,Biologia,Draw,31 de jul. de 2019,46566
O que fazer quando seu filho não quer ir pra escola? | Minuto da Terra,Minuto da Terra,358,03:33,https://www.youtube.com/watch?v=IWDrQhiBGM4&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=210&t=0s,Biologia,Draw,24 de jul. de 2019,67733
Quão inteligente é a inteligência artificial? | Minuto da Terra,Minuto da Terra,358,04:29,https://www.youtube.com/watch?v=sVzsrGM7GiY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=211&t=0s,Biologia,Draw,17 de jul. de 2019,108882
Como compreender a 4ª DIMENSÃO espacial? | Ponto em Comum 133,Ponto em Comum,241,12:53,https://www.youtube.com/watch?v=PrPyGs0Hrmo&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=212&t=0s,Física,Vlog,27 de jun. de 2018,456568
O fim acidental do MAIS VELHO organismo do mundo,Ponto em Comum,241,19:38,https://www.youtube.com/watch?v=fcNO61CVTzg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=213&t=0s,Biologia,Vlog,05 de ago. de 2019,424596
Estalar as Juntas Faz Mal? | Ep. 40,Ponto em Comum,241,06:22,https://www.youtube.com/watch?v=fPbCkgSQp5w&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=214&t=0s,Biologia,Vlog,13 de set. de 2016,344930
CACHORROS NÃO EXISTEM,Ponto em Comum,241,19:05,https://www.youtube.com/watch?v=MPOF218tbGw&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=215&t=0s,Biologia,Vlog,23 de set. de 2019,285590
Por que BANANAS vão DESAPARECER?,Ponto em Comum,241,15:01,https://www.youtube.com/watch?v=5lUUMO2cv6c&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=216&t=0s,Biologia,Vlog,11 de jun. de 2019,283421
"""Yanny ou Laurel"" é uma ilusão sonora? A Ciência Explica!",Ponto em Comum,241,02:28,https://www.youtube.com/watch?v=nzxDtcxGDD8&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=217&t=0s,Biologia,Vlog,16 de mai. de 2018,274611
Como a Energia Nuclear Funciona? | Ep. 45,Ponto em Comum,241,07:31,https://www.youtube.com/watch?v=T6uOxjQbjEc&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=218&t=0s,Física,Vlog,18 de out. de 2016,227646
o FOGO na GRAVIDADE ZERO: o que acontece?,Ponto em Comum,241,12:25,https://www.youtube.com/watch?v=gBlHuSZzaSg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=219&t=0s,Física,Vlog,17 de jun. de 2019,181793
Desbloquear sua força sobre humana com a mente é possível? | Ep. 103,Ponto em Comum,241,08:14,https://www.youtube.com/watch?v=MEg7pwR41us&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=220&t=0s,Biologia,Vlog,29 de nov. de 2017,175384
De Quão Alto Podemos Cair e Sobreviver? | Ep. 37,Ponto em Comum,241,06:57,https://www.youtube.com/watch?v=jSnXF8qw7bA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=221&t=0s,Biologia,Vlog,23 de ago. de 2016,159892
Podemos Viver para Sempre? | Ep. Piloto,Ponto em Comum,241,07:01,https://www.youtube.com/watch?v=ootnaYcHYhU&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=222&t=0s,Biologia,Vlog,15 de set. de 2015,27088
Por Que Não Devemos Colocar Metais no Micro-ondas? | Ep. 20,Ponto em Comum,241,04:41,https://www.youtube.com/watch?v=-5ZdZBqvIgg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=223&t=0s,Física,Vlog,26 de abr. de 2016,123043
Como Energia Solar é Convertida em Eletricidade? | Ep. 29,Ponto em Comum,241,06:19,https://www.youtube.com/watch?v=TCQhdAHOSIk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=224&t=0s,Física,Vlog,28 de jun. de 2016,156314
Como Ar Condicionados Funcionam? | Ep. 41,Ponto em Comum,241,06:39,https://www.youtube.com/watch?v=IlZpbrcSDuY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=225&t=0s,Física,Vlog,20 de set. de 2016,157023
Como o Grafeno Vai Mudar a Sua Vida? | Ep. 46,Ponto em Comum,241,07:41,https://www.youtube.com/watch?v=7hrjdZCYgTE&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=226&t=0s,Química,Vlog,25 de out. de 2016,116587
Como Golfinhos Dormem Sem se Afogar? | Ep. 47,Ponto em Comum,241,06:53,https://www.youtube.com/watch?v=vKLFpzKKmcg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=227&t=0s,Biologia,Vlog,01 de nov. de 2016,132161
O Que o Estresse Causa no Seu Cérebro? (Feat. André Rabelo) | Ep. 49,Ponto em Comum,241,07:22,https://www.youtube.com/watch?v=MV-rwpOr_eA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=228&t=0s,Biologia,Vlog,15 de nov. de 2016,104422
O Que E=mc² Significa? | Ep. 54,Ponto em Comum,241,06:51,https://www.youtube.com/watch?v=FRX63cCdFeU&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=229&t=0s,Física,Vlog,20 de dez. de 2016,158829
Por Que Gatos São Tão Estranhos? | Ep. 72,Ponto em Comum,241,08:39,https://www.youtube.com/watch?v=vG0zx2WgGkA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=230&t=0s,Biologia,Vlog,26 de abr. de 2017,104546
Por Que Não Curamos o Câncer Ainda? | Ep. 73,Ponto em Comum,241,07:55,https://www.youtube.com/watch?v=bnpBgfHujd8&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=231&t=0s,Biologia,Vlog,03 de mai. de 2017,124290
VOCÊ é um PEIXE,Ponto em Comum,241,13:12,https://www.youtube.com/watch?v=BdWeOsAWqz8&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=232&t=0s,Biologia,Vlog,18 de nov. de 2019,74503
1 DIA na terra dura 50 HORAS,Ponto em Comum,241,14:44,https://www.youtube.com/watch?v=HBWCwC_kWGo&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=233&t=0s,Física,Vlog,11 de nov. de 2019,151211
por que PISCINAS estão com C0CÔ?,Ponto em Comum,241,12:50,https://www.youtube.com/watch?v=84umxY8xMjg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=234&t=0s,Biologia,Vlog,04 de nov. de 2019,55487
qual o CHEIRO do ESPAÇO?,Ponto em Comum,241,17:31,https://www.youtube.com/watch?v=EHJmrf_3e2Q&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=235&t=0s,Astronomia,Vlog,28 de out. de 2019,116300
como GATOS veem o mundo?,Ponto em Comum,241,13:39,https://www.youtube.com/watch?v=1dohl-GeYIk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=236&t=0s,Biologia,Vlog,21 de out. de 2019,127272
você está COMENDO INSETOS SEM SABER,Ponto em Comum,241,16:05,https://www.youtube.com/watch?v=qcCXCiwXUV0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=237&t=0s,Biologia,Vlog,14 de out. de 2019,74573
REMÉDIOS que NÃO FUNCIONAM,Ponto em Comum,241,14:21,https://www.youtube.com/watch?v=PS0O1nWk0c4&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=238&t=0s,Biologia,Vlog,07 de out. de 2019,71271
SMARTPHONES vs IDA À LUA,Ponto em Comum,241,23:43,https://www.youtube.com/watch?v=AOFqgD4Ay6A&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=239&t=0s,Astronomia,Vlog,30 de set. de 2019,138159
por que a CIÊNCIA está FALHANDO?,Ponto em Comum,241,16:34,https://www.youtube.com/watch?v=HOjK1z8J364&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=240&t=0s,Opinião,Vlog,16 de set. de 2019,124200
como ele SALVOU uma espécie SOZINHO?,Ponto em Comum,241,23:15,https://www.youtube.com/watch?v=Cte0dJDfRSY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=241&t=0s,Biologia,Vlog,09 de set. de 2019,80692
A Terra é Mesmo Redonda? | Primata Falante,Primata Falante,124,19:51,https://www.youtube.com/watch?v=IpzQZn3uVjA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=242&t=0s,Física,Vlog,20 de set. de 2015,185995
A Gravidade Não é o que Você Pensa | Relatividade #07,Primata Falante,124,15:12,https://www.youtube.com/watch?v=1vcYaSGhYZ0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=243&t=0s,Física,Vlog,08 de mai. de 2016,158224
O que NÃO É a Física Quântica | Primata Falante,Primata Falante,124,20:47,https://www.youtube.com/watch?v=4rNI2esH1EE&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=244&t=0s,Física,Vlog,27 de set. de 2015,133153
É Mais Rápido Voar Para Oeste? | Primata Falante,Primata Falante,124,13:33,https://www.youtube.com/watch?v=7RhzEgnaeqI&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=245&t=0s,Física,Vlog,19 de jun. de 2016,121368
Dicas Para Estudantes | Primata Falante,Primata Falante,124,09:19,https://www.youtube.com/watch?v=a34JufeloAg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=246&t=0s,Física,Vlog,29 de mar. de 2015,103590
A Física Quântica Prova que seu Pensamento Muda a Realidade? | Primata Falante,Primata Falante,124,14:49,https://www.youtube.com/watch?v=xbc0Y3Ok6Gk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=247&t=0s,Física,Vlog,24 de jan. de 2016,103130
Por Que Carl Sagan é Insubstituível | O Mundo Assombrado Pelos Demônios #01,Primata Falante,124,16:34,https://www.youtube.com/watch?v=WNUWBcyQyxA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=248&t=0s,Física,Vlog,13 de nov. de 2016,100481
"Você é burro, cara! | Primata Falante",Primata Falante,124,06:23,https://www.youtube.com/watch?v=UeeW_k-4svw&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=249&t=0s,Opinião,Vlog,16 de ago. de 2015,93447
O Observador Define a Realidade? (A Sobreposição Quântica) | Desmistificando a Física Quântica #02,Primata Falante,124,28:44,https://www.youtube.com/watch?v=YKOo6bZ9nx4&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=250&t=0s,Física,Vlog,06 de mar. de 2019,93568
Minha Experiência no Curso de Física | Primata Falante,Primata Falante,124,15:07,https://www.youtube.com/watch?v=CW0T4DiQDGA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=251&t=0s,Física,Vlog,03 de jul. de 2016,92776
A Ciência e a Política do Vestido | Primata Falante,Primata Falante,124,04:12,https://www.youtube.com/watch?v=nis2bfsdMQk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=252&t=0s,Física,Vlog,28 de fev. de 2015,6463
7 Passos para Detectar Notícias Falsas | Primata Falante,Primata Falante,124,12:57,https://www.youtube.com/watch?v=WH8VUa8c7xE&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=253&t=0s,Outro,Vlog,08 de mar. de 2015,22129
O País da Pirraça | Primata Falante,Primata Falante,124,12:28,https://www.youtube.com/watch?v=B1g3mozEayc&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=254&t=0s,Opinião,Vlog,14 de mar. de 2015,12211
"Achei Ofensivo, Apaga! | Primata Falante",Primata Falante,124,07:14,https://www.youtube.com/watch?v=Cb24NFB9YwA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=255&t=0s,Opinião,Vlog,22 de mar. de 2015,12393
"Quem é Melhor, Ciência ou Filosofia? | Primata Falante",Primata Falante,124,11:18,https://www.youtube.com/watch?v=Hpb3BHXuJP8&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=256&t=0s,Opinião,Vlog,05 de abr. de 2015,27908
A Filosofia Não Serve pra Nada | Primata Falante,Primata Falante,124,09:18,https://www.youtube.com/watch?v=G5gYurOFDF8&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=257&t=0s,Filosofia,Vlog,03 de mai. de 2015,47546
O Ateu que Queimou a Bíblia | Primata Falante,Primata Falante,124,08:21,https://www.youtube.com/watch?v=2L4D6vvkgSI&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=258&t=0s,Religião,Vlog,31 de mai. de 2015,53918
"Charlie, Charlie, Feito por um Cético | Primata Falante",Primata Falante,124,05:47,https://www.youtube.com/watch?v=1o9wSFizLjA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=259&t=0s,Outro,Vlog,07 de jun. de 2015,9541
"Jesus, os Cristãos e os Homossexuais | Primata Falante",Primata Falante,124,10:36,https://www.youtube.com/watch?v=kgSvvEa3mSw&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=260&t=0s,Religião,Vlog,14 de jun. de 2015,40442
"Quem é ""A CIÊNCIA""? | Primata Falante",Primata Falante,124,12:56,https://www.youtube.com/watch?v=O35kZpqnywk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=261&t=0s,Outro,Vlog,21 de jun. de 2015,23659
Depressão e suicídio: informações e minha história,Primata Falante,124,39:20,https://www.youtube.com/watch?v=QS_K-6O5S7Y&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=262&t=0s,Opinião,Vlog,01 de out. de 2019,18636
Respondendo Perguntas sobre Física e a Vida | Fala que eu te Ignoro #01,Primata Falante,124,21:19,https://www.youtube.com/watch?v=OwiauRi98Fg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=263&t=0s,Opinião,Vlog,24 de ago. de 2019,13107
Um Papo Sobre Depressão,Primata Falante,124,23:30,https://www.youtube.com/watch?v=Dm9_cMiIRWc&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=264&t=0s,Opinião,Vlog,30 de mai. de 2019,23201
* O Acidente que Deu à Luz a Física Quântica | Desmistificando a Física Quântica #01.a,Primata Falante,124,03:16,https://www.youtube.com/watch?v=-BDFVyniENI&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=265&t=0s,Física,Vlog,07 de nov. de 2018,17404
A Rebeldia dos Elétrons | Desmistificando a Física Quântica #01,Primata Falante,124,28:26,https://www.youtube.com/watch?v=8A8TE5JbqJA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=266&t=0s,Física,Vlog,03 de nov. de 2018,92013
O Assédio na Copa do Mundo e no Brasil,Primata Falante,124,13:46,https://www.youtube.com/watch?v=mgcP5b5iVGg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=267&t=0s,Opinião,Vlog,28 de jun. de 2018,15207
Apoie o Primata Falante!,Primata Falante,124,08:25,https://www.youtube.com/watch?v=BmcmxPc1SPs&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=268&t=0s,Outro,Vlog,28 de mai. de 2018,4102
LHC - Como Funciona um Acelerador de Partículas | Primata Falante,Primata Falante,124,29:31,https://www.youtube.com/watch?v=iTQLpDsVz7c&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=269&t=0s,Física,Vlog,24 de mai. de 2018,55012
Youtube: O Novo Sonho Americano,Primata Falante,124,15:56,https://www.youtube.com/watch?v=XH9VyMmQrSw&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=270&t=0s,Outro,Vlog,24 de abr. de 2018,13903
"Robôs, Inteligências Artificiais Médicas e Captchas (com Peixe Babel)",Primata Falante,124,15:46,https://www.youtube.com/watch?v=WKHNEiO48Ns&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=271&t=0s,Computação,Vlog,15 de abr. de 2018,12666
Cinema e História Ep.2: Círculo de Fogo e Stalingrado,Xadrez Verbal,128,32:08,https://www.youtube.com/watch?v=ECGzQknF-ew&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=272&t=0s,História,Vlog,05 de mai. de 2015,233996
Os Curdos,Xadrez Verbal,128,06:46,https://www.youtube.com/watch?v=hDD_Lyb_M8U&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=273&t=0s,História,Vlog,12 de ago. de 2014,168492
"Direita e Esquerda: Quando, o quê e onde você está?",Xadrez Verbal,128,18:59,https://www.youtube.com/watch?v=ynXjXdC7uvo&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=274&t=0s,História,Vlog,29 de out. de 2015,145017
"Tiradentes e a ""mentira"" de alguns livros: a História como ciência",Xadrez Verbal,128,17:26,https://www.youtube.com/watch?v=9AZsvLf1DJ0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=275&t=0s,História,Vlog,23 de abr. de 2015,140862
Como é fazer faculdade de História - Para curiosos e indecisos - Pt.1,Xadrez Verbal,128,18:47,https://www.youtube.com/watch?v=csUegWIA-J0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=276&t=0s,História,Vlog,20 de ago. de 2015,121115
Idade Média: quando começou e quando acabou?,Xadrez Verbal,128,20:31,https://www.youtube.com/watch?v=fA0mrh7Jhc0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=277&t=0s,História,Vlog,24 de set. de 2015,101320
História do Xadrez,Xadrez Verbal,128,11:23,https://www.youtube.com/watch?v=6mBrbZSheuo&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=278&t=0s,História,Vlog,11 de dez. de 2014,93550
O que você precisa saber para entender o Brexit,Xadrez Verbal,128,31:31,https://www.youtube.com/watch?v=Uk7z6bXjeNU&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=279&t=0s,História,Vlog,05 de jul. de 2016,86798
Como funciona a estrutura da Organização das Nações Unidas?,Xadrez Verbal,128,29:42,https://www.youtube.com/watch?v=UmSPW1EQzoo&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=280&t=0s,História,Vlog,06 de out. de 2015,86564
Judeus na Alemanha antes do nazismo,Xadrez Verbal,128,04:32,https://www.youtube.com/watch?v=Fop1o1CCwcQ&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=281&t=0s,História,Vlog,03 de fev. de 2015,77444
XadrezVerbal em breve...,Xadrez Verbal,128,00:07,https://www.youtube.com/watch?v=omCVlf8FFPI&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=282&t=0s,Outro,Outro,23 de abr. de 2014,1080
Ucrânia,Xadrez Verbal,128,11:58,https://www.youtube.com/watch?v=PX0sjuurGGY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=283&t=0s,História,Vlog,06 de mai. de 2014,11702
Nova Guerra Fria?,Xadrez Verbal,128,10:59,https://www.youtube.com/watch?v=LMPb_6Z3sok&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=284&t=0s,História,Vlog,13 de mai. de 2014,12057
Armas Nucleares,Xadrez Verbal,128,08:55,https://www.youtube.com/watch?v=YiEXjqK4Zg8&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=285&t=0s,História,Vlog,20 de mai. de 2014,7097
Copa e as eleições,Xadrez Verbal,128,07:13,https://www.youtube.com/watch?v=OCJs4qO-ARk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=286&t=0s,Política,Vlog,27 de mai. de 2014,1727
"Dilma, SUS e o aborto",Xadrez Verbal,128,05:07,https://www.youtube.com/watch?v=LSqE67aOnU0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=287&t=0s,Política,Vlog,03 de jun. de 2014,2680
Imigrantes Haitianos,Xadrez Verbal,128,07:06,https://www.youtube.com/watch?v=1z2TsLw0uZk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=288&t=0s,História,Vlog,10 de jun. de 2014,8971
Machado de Assis - 175 Anos,Xadrez Verbal,128,04:46,https://www.youtube.com/watch?v=qsJPtqCuNsY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=289&t=0s,História,Vlog,24 de jun. de 2014,3254
Força Expedicionária Brasileira,Xadrez Verbal,128,05:38,https://www.youtube.com/watch?v=meO1eHpHJDs&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=290&t=0s,História,Vlog,08 de jul. de 2014,5345
Sociedade brasileira e o esporte,Xadrez Verbal,128,04:08,https://www.youtube.com/watch?v=88lvsIWBrs0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=291&t=0s,Sociologia,Vlog,15 de jul. de 2014,2537
Eleições Espanha (é tetra) - Xadrez Verbal Podcast,Xadrez Verbal,128,28:46,https://www.youtube.com/watch?v=ShW9Jo-uBgE&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=292&t=0s,Política,Áudio,20 de nov. de 2019,611
Cúpula dos BRICS - Xadrez Verbal Podcast,Xadrez Verbal,128,62:15,https://www.youtube.com/watch?v=GskQL_I6HjA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=293&t=0s,Política,Áudio,19 de nov. de 2019,1170
Giro de Notícias #212 - Xadrez Verbal Podcast,Xadrez Verbal,128,20:41,https://www.youtube.com/watch?v=1zhY0r0LGao&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=294&t=0s,Política,Áudio,18 de nov. de 2019,900
Bolívia - Xadrez Verbal Podcast,Xadrez Verbal,128,77:50,https://www.youtube.com/watch?v=WY99-i1_vms&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=295&t=0s,Política,Áudio,17 de nov. de 2019,2151
"Xadrez Verbal #212 – Espanha, BRICS e Bolívia",Xadrez Verbal,128,222:23,https://www.youtube.com/watch?v=bUi5ERdnRz8&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=296&t=0s,Política,Áudio,17 de nov. de 2019,5102
Ásia - Xadrez Verbal Podcast,Xadrez Verbal,128,27:01,https://www.youtube.com/watch?v=e2tz54d18Mg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=296,Política,Áudio,13 de nov. de 2019,1064
Europa - Xadrez Verbal Podcast,Xadrez Verbal,128,46:49,https://www.youtube.com/watch?v=SSSOLmWtzK4&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=297,Política,Áudio,12 de nov. de 2019,950
América Latina - Xadrez Verbal Podcast,Xadrez Verbal,128,54:19,https://www.youtube.com/watch?v=3GwhtUURC_M&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=298,Política,Áudio,11 de nov. de 2019,2932
Giro de Notícias #211 - Xadrez Verbal Podcast,Xadrez Verbal,128,29:29,https://www.youtube.com/watch?v=4Mh1m8JLXMk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=299,Política,Áudio,11 de nov. de 2019,762
Xadrez Verbal Podcast #211 - Um giro de notícias pelo mundo,Xadrez Verbal,128,182:49,https://www.youtube.com/watch?v=vP0o6PHDTdA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=300,Política,Áudio,10 de nov. de 2019,5370
