,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,continent
17945,Norway,1992,female,35-54 years,68,546600,12.44,"130,838,040,068",32793,Boomers,North America
17946,Norway,1992,female,55-74 years,43,400400,10.74,"130,838,040,068",32793,Silent,North America
17947,Norway,1992,female,75+ years,18,195400,9.21,"130,838,040,068",32793,G.I. Generation,North America
17948,Norway,1992,female,25-34 years,21,316800,6.63,"130,838,040,068",32793,Boomers,North America
17949,Norway,1992,female,15-24 years,16,308300,5.19,"130,838,040,068",32793,Generation X,North America
17950,Norway,1992,male,5-14 years,4,268100,1.49,"130,838,040,068",32793,Millenials,North America
17951,Norway,1992,female,5-14 years,1,254700,0.39,"130,838,040,068",32793,Millenials,North America
17952,Norway,1993,male,75+ years,42,114900,36.55,"120,579,072,751",30066,G.I. Generation,North America
17953,Norway,1993,male,35-54 years,162,582800,27.8,"120,579,072,751",30066,Boomers,North America
17954,Norway,1993,male,25-34 years,85,338500,25.11,"120,579,072,751",30066,Boomers,North America
17955,Norway,1993,male,55-74 years,86,355100,24.22,"120,579,072,751",30066,Silent,North America
17956,Norway,1993,male,15-24 years,69,315200,21.89,"120,579,072,751",30066,Generation X,North America
17957,Norway,1993,female,55-74 years,39,395900,9.85,"120,579,072,751",30066,Silent,North America
17958,Norway,1993,female,75+ years,19,198800,9.56,"120,579,072,751",30066,G.I. Generation,North America
17959,Norway,1993,female,25-34 years,24,320500,7.49,"120,579,072,751",30066,Boomers,North America
17960,Norway,1993,female,35-54 years,39,558100,6.99,"120,579,072,751",30066,Boomers,North America
17961,Norway,1993,female,15-24 years,18,302000,5.96,"120,579,072,751",30066,Generation X,North America
17962,Norway,1993,male,5-14 years,5,271000,1.85,"120,579,072,751",30066,Millenials,North America
17963,Norway,1993,female,5-14 years,2,257700,0.78,"120,579,072,751",30066,Millenials,North America
17964,Norway,1994,male,25-34 years,84,341700,24.58,"127,131,461,120",31520,Boomers,North America
17965,Norway,1994,male,35-54 years,131,594400,22.04,"127,131,461,120",31520,Boomers,North America
17966,Norway,1994,male,75+ years,25,116200,21.51,"127,131,461,120",31520,G.I. Generation,North America
17967,Norway,1994,male,15-24 years,64,307600,20.81,"127,131,461,120",31520,Generation X,North America
17968,Norway,1994,male,55-74 years,69,353600,19.51,"127,131,461,120",31520,Silent,North America
17969,Norway,1994,female,55-74 years,47,393000,11.96,"127,131,461,120",31520,Silent,North America
17970,Norway,1994,female,35-54 years,53,569000,9.31,"127,131,461,120",31520,Boomers,North America
17971,Norway,1994,female,25-34 years,26,324400,8.01,"127,131,461,120",31520,Boomers,North America
17972,Norway,1994,female,75+ years,11,201400,5.46,"127,131,461,120",31520,G.I. Generation,North America
17973,Norway,1994,female,15-24 years,13,295400,4.4,"127,131,461,120",31520,Generation X,North America
17974,Norway,1994,male,5-14 years,6,275100,2.18,"127,131,461,120",31520,Millenials,North America
17975,Norway,1994,female,5-14 years,2,261500,0.76,"127,131,461,120",31520,Millenials,North America
17976,Norway,1995,male,55-74 years,94,351900,26.71,"152,027,402,450",37483,Silent,North America
17977,Norway,1995,male,75+ years,29,118700,24.43,"152,027,402,450",37483,G.I. Generation,North America
17978,Norway,1995,male,35-54 years,137,604700,22.66,"152,027,402,450",37483,Boomers,North America
17979,Norway,1995,male,15-24 years,68,300400,22.64,"152,027,402,450",37483,Generation X,North America
17980,Norway,1995,male,25-34 years,76,344100,22.09,"152,027,402,450",37483,Generation X,North America
17981,Norway,1995,female,35-54 years,58,579000,10.02,"152,027,402,450",37483,Boomers,North America
17982,Norway,1995,female,55-74 years,33,389500,8.47,"152,027,402,450",37483,Silent,North America
17983,Norway,1995,female,15-24 years,16,288900,5.54,"152,027,402,450",37483,Generation X,North America
17984,Norway,1995,female,75+ years,11,205500,5.35,"152,027,402,450",37483,G.I. Generation,North America
17985,Norway,1995,female,25-34 years,17,327600,5.19,"152,027,402,450",37483,Generation X,North America
17986,Norway,1995,male,5-14 years,7,279700,2.5,"152,027,402,450",37483,Millenials,North America
17987,Norway,1995,female,5-14 years,2,265900,0.75,"152,027,402,450",37483,Millenials,North America
17988,Norway,1996,male,75+ years,37,121700,30.4,"163,517,783,497",40098,G.I. Generation,North America
17989,Norway,1996,male,55-74 years,82,349700,23.45,"163,517,783,497",40098,Silent,North America
17990,Norway,1996,male,25-34 years,80,345900,23.13,"163,517,783,497",40098,Generation X,North America
17991,Norway,1996,male,15-24 years,62,293600,21.12,"163,517,783,497",40098,Generation X,North America
17992,Norway,1996,male,35-54 years,122,614800,19.84,"163,517,783,497",40098,Boomers,North America
17993,Norway,1996,female,35-54 years,48,588700,8.15,"163,517,783,497",40098,Boomers,North America
17994,Norway,1996,female,55-74 years,29,384700,7.54,"163,517,783,497",40098,Silent,North America
17995,Norway,1996,female,25-34 years,22,330400,6.66,"163,517,783,497",40098,Generation X,North America
17996,Norway,1996,female,15-24 years,16,282700,5.66,"163,517,783,497",40098,Generation X,North America
17997,Norway,1996,female,75+ years,10,210300,4.76,"163,517,783,497",40098,G.I. Generation,North America
17998,Norway,1996,male,5-14 years,6,284800,2.11,"163,517,783,497",40098,Millenials,North America
17999,Norway,1996,female,5-14 years,3,270700,1.11,"163,517,783,497",40098,Millenials,North America
18000,Norway,1997,male,75+ years,46,123900,37.13,"161,354,369,893",39335,G.I. Generation,North America
18001,Norway,1997,male,55-74 years,90,349500,25.75,"161,354,369,893",39335,Silent,North America
18002,Norway,1997,male,35-54 years,133,624300,21.3,"161,354,369,893",39335,Boomers,North America
18003,Norway,1997,male,15-24 years,58,287200,20.19,"161,354,369,893",39335,Generation X,North America
18004,Norway,1997,male,25-34 years,57,347800,16.39,"161,354,369,893",39335,Generation X,North America
18005,Norway,1997,female,35-54 years,65,597800,10.87,"161,354,369,893",39335,Boomers,North America
18006,Norway,1997,female,55-74 years,30,382000,7.85,"161,354,369,893",39335,Silent,North America
18007,Norway,1997,female,25-34 years,26,333300,7.8,"161,354,369,893",39335,Generation X,North America
18008,Norway,1997,female,75+ years,12,214100,5.6,"161,354,369,893",39335,G.I. Generation,North America
18009,Norway,1997,female,15-24 years,13,276800,4.7,"161,354,369,893",39335,Generation X,North America
18010,Norway,1997,male,5-14 years,3,290100,1.03,"161,354,369,893",39335,Millenials,North America
18011,Norway,1997,female,5-14 years,0,275300,0.0,"161,354,369,893",39335,Millenials,North America
18012,Norway,1998,male,25-34 years,93,349300,26.62,"154,165,219,812",37334,Generation X,North America
18013,Norway,1998,male,15-24 years,67,282300,23.73,"154,165,219,812",37334,Generation X,North America
18014,Norway,1998,male,55-74 years,77,352100,21.87,"154,165,219,812",37334,Silent,North America
18015,Norway,1998,male,35-54 years,132,632200,20.88,"154,165,219,812",37334,Boomers,North America
18016,Norway,1998,male,75+ years,25,126100,19.83,"154,165,219,812",37334,G.I. Generation,North America
18017,Norway,1998,female,55-74 years,40,382100,10.47,"154,165,219,812",37334,Silent,North America
18018,Norway,1998,female,35-54 years,54,605700,8.92,"154,165,219,812",37334,Boomers,North America
18019,Norway,1998,female,15-24 years,21,272000,7.72,"154,165,219,812",37334,Generation X,North America
18020,Norway,1998,female,25-34 years,23,335200,6.86,"154,165,219,812",37334,Generation X,North America
18021,Norway,1998,female,75+ years,11,217100,5.07,"154,165,219,812",37334,G.I. Generation,North America
18022,Norway,1998,male,5-14 years,5,295200,1.69,"154,165,219,812",37334,Millenials,North America
18023,Norway,1998,female,5-14 years,0,280100,0.0,"154,165,219,812",37334,Millenials,North America
18024,Norway,1999,male,15-24 years,79,278738,28.34,"162,286,003,693",39013,Generation X,North America
18025,Norway,1999,male,55-74 years,99,357547,27.69,"162,286,003,693",39013,Silent,North America
18026,Norway,1999,male,25-34 years,91,349023,26.07,"162,286,003,693",39013,Generation X,North America
18027,Norway,1999,male,35-54 years,135,639018,21.13,"162,286,003,693",39013,Boomers,North America
18028,Norway,1999,male,75+ years,25,127946,19.54,"162,286,003,693",39013,G.I. Generation,North America
18029,Norway,1999,female,35-54 years,61,612468,9.96,"162,286,003,693",39013,Boomers,North America
18030,Norway,1999,female,15-24 years,24,268442,8.94,"162,286,003,693",39013,Generation X,North America
18031,Norway,1999,female,25-34 years,27,335741,8.04,"162,286,003,693",39013,Generation X,North America
18032,Norway,1999,female,55-74 years,27,385118,7.01,"162,286,003,693",39013,Silent,North America
18033,Norway,1999,female,75+ years,13,219316,5.93,"162,286,003,693",39013,G.I. Generation,North America
18034,Norway,1999,female,5-14 years,1,285484,0.35,"162,286,003,693",39013,Millenials,North America
18035,Norway,1999,male,5-14 years,1,300904,0.33,"162,286,003,693",39013,Millenials,North America
18036,Norway,2000,male,15-24 years,70,276727,25.3,"171,315,639,983",41099,Generation X,North America
18037,Norway,2000,male,25-34 years,80,336252,23.79,"171,315,639,983",41099,Generation X,North America
18038,Norway,2000,male,35-54 years,151,644550,23.43,"171,315,639,983",41099,Boomers,North America
18039,Norway,2000,male,55-74 years,77,365883,21.04,"171,315,639,983",41099,Silent,North America
18040,Norway,2000,male,75+ years,27,129167,20.9,"171,315,639,983",41099,G.I. Generation,North America
18041,Norway,2000,female,25-34 years,27,323870,8.34,"171,315,639,983",41099,Generation X,North America
18042,Norway,2000,female,35-54 years,50,617821,8.09,"171,315,639,983",41099,Boomers,North America
18043,Norway,2000,female,55-74 years,29,390859,7.42,"171,315,639,983",41099,Silent,North America
18044,Norway,2000,female,75+ years,12,220497,5.44,"171,315,639,983",41099,G.I. Generation,North America
18045,Norway,2000,female,15-24 years,14,265784,5.27,"171,315,639,983",41099,Generation X,North America
18046,Norway,2000,male,5-14 years,4,306438,1.31,"171,315,639,983",41099,Millenials,North America
18047,Norway,2000,female,5-14 years,0,290467,0.0,"171,315,639,983",41099,Millenials,North America
18048,Norway,2001,male,75+ years,39,130190,29.96,"174,003,247,439",41281,Silent,North America
18049,Norway,2001,male,55-74 years,90,376658,23.89,"174,003,247,439",41281,Silent,North America
18050,Norway,2001,male,35-54 years,145,647594,22.39,"174,003,247,439",41281,Boomers,South America
18051,Norway,2001,male,25-34 years,76,341767,22.24,"174,003,247,439",41281,Generation X,South America
18052,Norway,2001,male,15-24 years,61,276255,22.08,"174,003,247,439",41281,Millenials,South America
18053,Norway,2001,female,35-54 years,64,620966,10.31,"174,003,247,439",41281,Boomers,South America
18054,Norway,2001,female,15-24 years,20,264797,7.55,"174,003,247,439",41281,Millenials,South America
18055,Norway,2001,female,55-74 years,29,399140,7.27,"174,003,247,439",41281,Silent,South America
18056,Norway,2001,female,25-34 years,18,330804,5.44,"174,003,247,439",41281,Generation X,South America
18057,Norway,2001,female,75+ years,7,221223,3.16,"174,003,247,439",41281,Silent,South America
18058,Norway,2001,female,5-14 years,0,294716,0.0,"174,003,247,439",41281,Millenials,South America
18059,Norway,2001,male,5-14 years,0,310993,0.0,"174,003,247,439",41281,Millenials,South America
18060,Norway,2002,male,75+ years,36,130772,27.53,"195,418,347,153",46049,Silent,South America
18061,Norway,2002,male,25-34 years,74,335566,22.05,"195,418,347,153",46049,Generation X,South America
18062,Norway,2002,male,55-74 years,85,388778,21.86,"195,418,347,153",46049,Silent,South America
18063,Norway,2002,male,35-54 years,116,650114,17.84,"195,418,347,153",46049,Boomers,South America
18064,Norway,2002,male,15-24 years,49,277736,17.64,"195,418,347,153",46049,Millenials,South America
18065,Norway,2002,female,55-74 years,40,408933,9.78,"195,418,347,153",46049,Silent,South America
18066,Norway,2002,female,35-54 years,46,624015,7.37,"195,418,347,153",46049,Boomers,South America
18067,Norway,2002,female,25-34 years,23,326338,7.05,"195,418,347,153",46049,Generation X,South America
18068,Norway,2002,female,15-24 years,15,266365,5.63,"195,418,347,153",46049,Millenials,South America
18069,Norway,2002,female,75+ years,8,221235,3.62,"195,418,347,153",46049,Silent,South America
18070,Norway,2002,male,5-14 years,2,315265,0.63,"195,418,347,153",46049,Millenials,South America
18071,Norway,2002,female,5-14 years,0,298572,0.0,"195,418,347,153",46049,Millenials,South America
18072,Norway,2003,male,25-34 years,70,328978,21.28,"228,752,436,372",53533,Generation X,South America
18073,Norway,2003,male,15-24 years,58,280898,20.65,"228,752,436,372",53533,Millenials,South America
18074,Norway,2003,male,75+ years,27,131312,20.56,"228,752,436,372",53533,Silent,South America
18075,Norway,2003,male,35-54 years,134,654050,20.49,"228,752,436,372",53533,Boomers,South America
18076,Norway,2003,male,55-74 years,79,400293,19.74,"228,752,436,372",53533,Silent,South America
18077,Norway,2003,female,55-74 years,30,418033,7.18,"228,752,436,372",53533,Silent,South America
18078,Norway,2003,female,35-54 years,45,629033,7.15,"228,752,436,372",53533,Boomers,South America
18079,Norway,2003,female,25-34 years,22,321320,6.85,"228,752,436,372",53533,Generation X,South America
18080,Norway,2003,female,15-24 years,17,269608,6.31,"228,752,436,372",53533,Millenials,South America
18081,Norway,2003,female,75+ years,11,220907,4.98,"228,752,436,372",53533,Silent,South America
18082,Norway,2003,male,5-14 years,6,317824,1.89,"228,752,436,372",53533,Millenials,South America
18083,Norway,2003,female,5-14 years,3,300868,1.0,"228,752,436,372",53533,Millenials,South America
18084,Norway,2004,male,75+ years,29,132357,21.91,"264,357,494,659",61450,Silent,South America
18085,Norway,2004,male,35-54 years,138,659148,20.94,"264,357,494,659",61450,Boomers,South America
18086,Norway,2004,male,15-24 years,58,285070,20.35,"264,357,494,659",61450,Millenials,South America
18087,Norway,2004,male,25-34 years,59,322017,18.32,"264,357,494,659",61450,Generation X,South America
18088,Norway,2004,male,55-74 years,75,411352,18.23,"264,357,494,659",61450,Silent,South America
18089,Norway,2004,female,35-54 years,73,635240,11.49,"264,357,494,659",61450,Boomers,South America
18090,Norway,2004,female,55-74 years,41,426811,9.61,"264,357,494,659",61450,Silent,South America
18091,Norway,2004,female,15-24 years,20,273419,7.31,"264,357,494,659",61450,Millenials,South America
18092,Norway,2004,female,25-34 years,20,315751,6.33,"264,357,494,659",61450,Generation X,South America
18093,Norway,2004,female,75+ years,13,220877,5.89,"264,357,494,659",61450,Silent,South America
18094,Norway,2004,female,5-14 years,3,301536,0.99,"264,357,494,659",61450,Millenials,South America
18095,Norway,2004,male,5-14 years,0,318382,0.0,"264,357,494,659",61450,Millenials,South America
18096,Norway,2005,male,25-34 years,73,316562,23.06,"308,722,079,938",71215,Generation X,South America
18097,Norway,2005,male,35-54 years,135,665154,20.3,"308,722,079,938",71215,Boomers,South America
18098,Norway,2005,male,75+ years,25,133579,18.72,"308,722,079,938",71215,Silent,South America
18099,Norway,2005,male,55-74 years,73,422027,17.3,"308,722,079,938",71215,Silent,South America
18100,Norway,2005,male,15-24 years,50,290219,17.23,"308,722,079,938",71215,Millenials,South America
18101,Norway,2005,female,25-34 years,33,311116,10.61,"308,722,079,938",71215,Generation X,South America
18102,Norway,2005,female,35-54 years,62,641651,9.66,"308,722,079,938",71215,Boomers,South America
18103,Norway,2005,female,55-74 years,42,435604,9.64,"308,722,079,938",71215,Silent,South America
18104,Norway,2005,female,15-24 years,20,278355,7.19,"308,722,079,938",71215,Millenials,South America
18105,Norway,2005,female,75+ years,15,221019,6.79,"308,722,079,938",71215,Silent,South America
18106,Norway,2005,male,5-14 years,4,318304,1.26,"308,722,079,938",71215,Millenials,South America
18107,Norway,2005,female,5-14 years,1,301502,0.33,"308,722,079,938",71215,Millenials,South America
18108,Norway,2006,male,75+ years,34,134769,25.23,"345,424,664,369",79007,Silent,South America
18109,Norway,2006,male,15-24 years,68,296501,22.93,"345,424,664,369",79007,Millenials,South America
18110,Norway,2006,male,55-74 years,90,432581,20.81,"345,424,664,369",79007,Silent,South America
18111,Norway,2006,male,25-34 years,63,312881,20.14,"345,424,664,369",79007,Generation X,South America
18112,Norway,2006,male,35-54 years,135,672675,20.07,"345,424,664,369",79007,Boomers,South America
18113,Norway,2006,female,35-54 years,61,648666,9.4,"345,424,664,369",79007,Boomers,South America
18114,Norway,2006,female,55-74 years,35,443984,7.88,"345,424,664,369",79007,Silent,South America
18115,Norway,2006,female,25-34 years,21,307388,6.83,"345,424,664,369",79007,Generation X,South America
18116,Norway,2006,female,15-24 years,18,283975,6.34,"345,424,664,369",79007,Millenials,South America
18117,Norway,2006,female,75+ years,6,220894,2.72,"345,424,664,369",79007,Silent,South America
18118,Norway,2006,male,5-14 years,1,317159,0.32,"345,424,664,369",79007,Millenials,South America
18119,Norway,2006,female,5-14 years,0,300630,0.0,"345,424,664,369",79007,Millenials,South America
18120,Norway,2007,male,75+ years,31,135701,22.84,"401,082,621,083",90797,Silent,South America
18121,Norway,2007,male,25-34 years,60,312302,19.21,"401,082,621,083",90797,Generation X,South America
18122,Norway,2007,male,35-54 years,127,682978,18.6,"401,082,621,083",90797,Boomers,South America
18123,Norway,2007,male,55-74 years,71,443643,16.0,"401,082,621,083",90797,Silent,South America
18124,Norway,2007,male,15-24 years,45,303717,14.82,"401,082,621,083",90797,Millenials,South America
18125,Norway,2007,female,35-54 years,62,656105,9.45,"401,082,621,083",90797,Boomers,South America
18126,Norway,2007,female,55-74 years,39,452989,8.61,"401,082,621,083",90797,Silent,South America
18127,Norway,2007,female,25-34 years,21,305124,6.88,"401,082,621,083",90797,Generation X,South America
18128,Norway,2007,female,75+ years,13,220209,5.9,"401,082,621,083",90797,Silent,South America
18129,Norway,2007,female,15-24 years,14,289740,4.83,"401,082,621,083",90797,Millenials,South America
18130,Norway,2007,male,5-14 years,2,315302,0.63,"401,082,621,083",90797,Generation Z,South America
18131,Norway,2007,female,5-14 years,0,299559,0.0,"401,082,621,083",90797,Generation Z,South America
18132,Norway,2008,male,75+ years,29,136042,21.32,"462,554,432,624",103431,Silent,South America
18133,Norway,2008,male,25-34 years,59,314848,18.74,"462,554,432,624",103431,Generation X,South America
18134,Norway,2008,male,35-54 years,127,694003,18.3,"462,554,432,624",103431,Boomers,South America
18135,Norway,2008,male,55-74 years,83,455657,18.22,"462,554,432,624",103431,Silent,South America
18136,Norway,2008,male,15-24 years,48,310905,15.44,"462,554,432,624",103431,Millenials,South America
18137,Norway,2008,female,35-54 years,59,662760,8.9,"462,554,432,624",103431,Boomers,South America
18138,Norway,2008,female,25-34 years,27,305368,8.84,"462,554,432,624",103431,Generation X,South America
18139,Norway,2008,female,55-74 years,35,463679,7.55,"462,554,432,624",103431,Silent,South America
18140,Norway,2008,female,75+ years,16,219018,7.31,"462,554,432,624",103431,Silent,South America
18141,Norway,2008,female,15-24 years,21,296143,7.09,"462,554,432,624",103431,Millenials,South America
18142,Norway,2008,male,5-14 years,1,314384,0.32,"462,554,432,624",103431,Generation Z,South America
18143,Norway,2008,female,5-14 years,0,299282,0.0,"462,554,432,624",103431,Generation Z,South America
18144,Norway,2009,male,75+ years,36,136204,26.43,"386,622,457,580",85394,Silent,South America
18145,Norway,2009,male,55-74 years,111,468346,23.7,"386,622,457,580",85394,Silent,South America
18146,Norway,2009,male,35-54 years,153,702700,21.77,"386,622,457,580",85394,Boomers,South America
18147,Norway,2009,male,25-34 years,64,317068,20.18,"386,622,457,580",85394,Generation X,South America
18148,Norway,2009,male,15-24 years,51,317853,16.05,"386,622,457,580",85394,Millenials,South America
18149,Norway,2009,female,25-34 years,31,306776,10.11,"386,622,457,580",85394,Generation X,South America
18150,Norway,2009,female,35-54 years,59,669131,8.82,"386,622,457,580",85394,Boomers,South America
18151,Norway,2009,female,55-74 years,39,475431,8.2,"386,622,457,580",85394,Silent,South America
18152,Norway,2009,female,15-24 years,18,302896,5.94,"386,622,457,580",85394,Millenials,South America
18153,Norway,2009,female,75+ years,7,217354,3.22,"386,622,457,580",85394,Silent,South America
18154,Norway,2009,female,5-14 years,3,299406,1.0,"386,622,457,580",85394,Generation Z,South America
18155,Norway,2009,male,5-14 years,1,314371,0.32,"386,622,457,580",85394,Generation Z,South America
18156,Norway,2010,male,75+ years,31,136494,22.71,"429,130,952,709",93638,Silent,South America
18157,Norway,2010,male,55-74 years,99,481582,20.56,"429,130,952,709",93638,Silent,South America
18158,Norway,2010,male,25-34 years,62,320142,19.37,"429,130,952,709",93638,Generation X,South America
18159,Norway,2010,male,35-54 years,132,709067,18.62,"429,130,952,709",93638,Generation X,South America
18160,Norway,2010,male,15-24 years,59,325364,18.13,"429,130,952,709",93638,Millenials,South America
18161,Norway,2010,female,35-54 years,68,674673,10.08,"429,130,952,709",93638,Generation X,South America
18162,Norway,2010,female,55-74 years,49,487412,10.05,"429,130,952,709",93638,Silent,South America
18163,Norway,2010,female,25-34 years,24,309282,7.76,"429,130,952,709",93638,Generation X,South America
18164,Norway,2010,female,75+ years,10,215798,4.63,"429,130,952,709",93638,Silent,South America
18165,Norway,2010,female,15-24 years,13,309730,4.2,"429,130,952,709",93638,Millenials,South America
18166,Norway,2010,male,5-14 years,1,313990,0.32,"429,130,952,709",93638,Generation Z,South America
18167,Norway,2010,female,5-14 years,0,299351,0.0,"429,130,952,709",93638,Generation Z,South America
18168,Norway,2011,male,75+ years,36,137152,26.25,"498,831,558,926",107430,Silent,South America
18169,Norway,2011,male,35-54 years,161,715422,22.5,"498,831,558,926",107430,Generation X,South America
18170,Norway,2011,male,25-34 years,73,326867,22.33,"498,831,558,926",107430,Millenials,South America
18171,Norway,2011,male,55-74 years,103,495066,20.81,"498,831,558,926",107430,Boomers,South America
18172,Norway,2011,male,15-24 years,58,332779,17.43,"498,831,558,926",107430,Millenials,South America
18173,Norway,2011,female,35-54 years,72,678645,10.61,"498,831,558,926",107430,Generation X,South America
18174,Norway,2011,female,55-74 years,39,499653,7.81,"498,831,558,926",107430,Boomers,South America
18175,Norway,2011,female,25-34 years,23,313943,7.33,"498,831,558,926",107430,Millenials,South America
18176,Norway,2011,female,15-24 years,20,316334,6.32,"498,831,558,926",107430,Millenials,South America
18177,Norway,2011,female,75+ years,6,214592,2.8,"498,831,558,926",107430,Silent,South America
18178,Norway,2011,female,5-14 years,4,299327,1.34,"498,831,558,926",107430,Generation Z,South America
18179,Norway,2011,male,5-14 years,3,313520,0.96,"498,831,558,926",107430,Generation Z,South America
18180,Norway,2012,male,75+ years,33,138390,23.85,"510,229,136,227",108408,Silent,South America
18181,Norway,2012,male,35-54 years,148,721883,20.5,"510,229,136,227",108408,Generation X,South America
18182,Norway,2012,male,25-34 years,61,336168,18.15,"510,229,136,227",108408,Millenials,South America
18183,Norway,2012,male,55-74 years,81,508097,15.94,"510,229,136,227",108408,Boomers,South America
18184,Norway,2012,male,15-24 years,45,338854,13.28,"510,229,136,227",108408,Millenials,South America
18185,Norway,2012,female,35-54 years,60,682003,8.8,"510,229,136,227",108408,Generation X,South America
18186,Norway,2012,female,75+ years,14,213622,6.55,"510,229,136,227",108408,Silent,South America
18187,Norway,2012,female,15-24 years,21,321497,6.53,"510,229,136,227",108408,Millenials,South America
18188,Norway,2012,female,55-74 years,33,511533,6.45,"510,229,136,227",108408,Boomers,South America
18189,Norway,2012,female,25-34 years,17,321049,5.3,"510,229,136,227",108408,Millenials,South America
18190,Norway,2012,female,5-14 years,1,299751,0.33,"510,229,136,227",108408,Generation Z,South America
18191,Norway,2012,male,5-14 years,1,313738,0.32,"510,229,136,227",108408,Generation Z,South America
18192,Norway,2013,male,75+ years,31,140291,22.1,"523,502,127,660",109804,Silent,South America
18193,Norway,2013,male,35-54 years,154,727274,21.17,"523,502,127,660",109804,Generation X,South America
18194,Norway,2013,male,55-74 years,92,520439,17.68,"523,502,127,660",109804,Boomers,South America
18195,Norway,2013,male,25-34 years,56,345406,16.21,"523,502,127,660",109804,Millenials,South America
18196,Norway,2013,male,15-24 years,44,342484,12.85,"523,502,127,660",109804,Millenials,South America
18197,Norway,2013,female,35-54 years,75,685393,10.94,"523,502,127,660",109804,Generation X,South America
18198,Norway,2013,female,55-74 years,52,522697,9.95,"523,502,127,660",109804,Boomers,South America
18199,Norway,2013,female,25-34 years,24,329495,7.28,"523,502,127,660",109804,Millenials,South America
18200,Norway,2013,female,15-24 years,20,324191,6.17,"523,502,127,660",109804,Millenials,South America
18201,Norway,2013,female,75+ years,5,213383,2.34,"523,502,127,660",109804,Silent,South America
18202,Norway,2013,male,5-14 years,1,315341,0.32,"523,502,127,660",109804,Generation Z,South America
18203,Norway,2013,female,5-14 years,0,301211,0.0,"523,502,127,660",109804,Generation Z,South America
18204,Norway,2014,male,75+ years,33,143089,23.06,"499,338,534,779",103443,Silent,South America
18205,Norway,2014,male,55-74 years,110,532578,20.65,"499,338,534,779",103443,Boomers,South America
18206,Norway,2014,male,35-54 years,147,732244,20.08,"499,338,534,779",103443,Generation X,South America
18207,Norway,2014,male,25-34 years,71,353943,20.06,"499,338,534,779",103443,Millenials,South America
18208,Norway,2014,male,15-24 years,38,344245,11.04,"499,338,534,779",103443,Millenials,South America
18209,Norway,2014,female,55-74 years,51,533630,9.56,"499,338,534,779",103443,Boomers,South America
18210,Norway,2014,female,35-54 years,51,688993,7.4,"499,338,534,779",103443,Generation X,South America
18211,Norway,2014,female,25-34 years,20,337592,5.92,"499,338,534,779",103443,Millenials,South America
18212,Norway,2014,female,15-24 years,17,325164,5.23,"499,338,534,779",103443,Millenials,South America
18213,Norway,2014,female,75+ years,7,214335,3.27,"499,338,534,779",103443,Silent,South America
18214,Norway,2014,male,5-14 years,2,317878,0.63,"499,338,534,779",103443,Generation Z,South America
18215,Norway,2014,female,5-14 years,1,303487,0.33,"499,338,534,779",103443,Generation Z,South America
18216,Norway,2015,male,55-74 years,119,544268,21.86,"386,663,139,403",79187,Boomers,South America
18217,Norway,2015,male,75+ years,32,146511,21.84,"386,663,139,403",79187,Silent,South America
18218,Norway,2015,male,35-54 years,140,736827,19.0,"386,663,139,403",79187,Generation X,South America
18219,Norway,2015,male,25-34 years,64,361373,17.71,"386,663,139,403",79187,Millenials,South America
18220,Norway,2015,male,15-24 years,43,345115,12.46,"386,663,139,403",79187,Millenials,South America
18221,Norway,2015,female,55-74 years,62,544131,11.39,"386,663,139,403",79187,Boomers,South America
18222,Norway,2015,female,25-34 years,31,344788,8.99,"386,663,139,403",79187,Millenials,South America
18223,Norway,2015,female,35-54 years,61,692881,8.8,"386,663,139,403",79187,Generation X,South America
18224,Norway,2015,female,75+ years,17,215829,7.88,"386,663,139,403",79187,Silent,South America
18225,Norway,2015,female,15-24 years,17,325007,5.23,"386,663,139,403",79187,Millenials,South America
18226,Norway,2015,female,5-14 years,2,305804,0.65,"386,663,139,403",79187,Generation Z,South America
18227,Norway,2015,male,5-14 years,2,320375,0.62,"386,663,139,403",79187,Generation Z,South America
18228,Oman,2009,male,75+ years,2,10803,18.51,"48,388,296,489",18557,Silent,South America
18229,Oman,2009,male,25-34 years,7,429691,1.63,"48,388,296,489",18557,Generation X,South America
18230,Oman,2009,male,15-24 years,3,372207,0.81,"48,388,296,489",18557,Millenials,South America
18231,Oman,2009,male,35-54 years,1,418960,0.24,"48,388,296,489",18557,Boomers,South America
18232,Oman,2009,female,15-24 years,0,272065,0.0,"48,388,296,489",18557,Millenials,South America
18233,Oman,2009,female,25-34 years,0,251089,0.0,"48,388,296,489",18557,Generation X,South America
18234,Oman,2009,female,35-54 years,0,197737,0.0,"48,388,296,489",18557,Boomers,South America
18235,Oman,2009,female,5-14 years,0,240602,0.0,"48,388,296,489",18557,Generation Z,South America
18236,Oman,2009,female,55-74 years,0,61620,0.0,"48,388,296,489",18557,Silent,South America
18237,Oman,2009,female,75+ years,0,13886,0.0,"48,388,296,489",18557,Silent,South America
18238,Oman,2009,male,5-14 years,0,248322,0.0,"48,388,296,489",18557,Generation Z,South America
18239,Oman,2009,male,55-74 years,0,90567,0.0,"48,388,296,489",18557,Silent,South America
18240,Oman,2010,male,35-54 years,6,460847,1.3,"58,642,392,718",21337,Generation X,South America
18241,Oman,2010,male,15-24 years,4,372402,1.07,"58,642,392,718",21337,Millenials,South America
